ID,Name,Email,Phone,Balance,Status,Tier
a1fd9c4e-06be-48fc-9a68-5e201cc044c7,Sandra Ross,sandra.ross531@example.com,+91 669920868,29010.67,active,Platinum
0bc6a384-4db3-47ce-8a3a-80483581009e,Eric Robinson,eric.robinson985@protonmail.com,+44 442725750,10350.87,active,Gold
2e444413-d731-4a9d-b23a-58a9b633a52d,Kathleen Jenkins,kathleen.jenkins779@protonmail.com,+254 861667364,6695.93,frozen,Gold
0ec690ef-ca57-478b-a08d-1e31f97c1ca6,Helen Lewis,helen.lewis57@hotmail.com,+91 380211325,18585.32,active,Silver
4acebd19-cbef-4d80-a7bd-bbe16914924c,Oliver Lopez,oliver.lopez891@gmail.com,+254 883986667,18491.45,frozen,Platinum
8ebd97a1-091f-44fd-a6da-01ba5123a085,Jennifer Robinson,jennifer.robinson824@gmail.com,+27 175156686,35347.6,frozen,Platinum
a716c859-381a-4695-94cc-bb672ef64e3b,Dorothy Foster,dorothy.foster540@hotmail.com,+91 428290556,47109.41,suspended,Silver
9463bcbd-73d0-4967-878b-e93a19407239,Sandra Cole,sandra.cole846@hotmail.com,+233 562720881,35244.84,active,Silver
21ec2f2b-f0ae-48d8-81af-62c0a638cf74,Lisa Nelson,lisa.nelson496@protonmail.com,+254 438666294,48348.67,active,Gold
e6f8374a-59bd-45e1-9b2f-ac5817815d8f,Carter Bailey,carter.bailey758@icloud.com,+254 490095785,9830.67,active,Silver
dc03422b-e96f-4bcb-a112-01b89be7cff2,Margaret Martin,margaret.martin508@icloud.com,+234 669378608,19095.99,active,Gold
b3abf420-e071-4967-a720-af2238f3a5b4,Elijah Stewart,elijah.stewart860@outlook.com,+971 518791086,10446.57,active,Silver
96de6e09-53ce-467f-bb36-27cba57bde50,Sarah Johnson,sarah.johnson67@yahoo.com,+1 515156427,1833.38,active,Bronze
53f4a9a6-eeb1-4f09-b99a-879a340fdb1c,Carolyn Torres,carolyn.torres374@hotmail.com,+91 261512068,40882.64,suspended,Bronze
8120d911-6850-4795-9ee9-8ac19ac4bce8,Ronald Hughes,ronald.hughes666@icloud.com,+233 108995600,35923.33,active,Gold
b09fd385-3376-47de-94f1-45ea07cb2999,Linda Lewis,linda.lewis504@icloud.com,+27 292387242,16251.95,active,Silver
b8684ffc-b2a8-4ab7-8015-ad5153a860fb,Justin Turner,justin.turner894@gmail.com,+233 718077094,17249.39,frozen,Platinum
5ecb8927-a785-470c-854a-e788f51bf0a8,Nicholas Wood,nicholas.wood600@gmail.com,+61 959431776,3638.13,active,Bronze
fd8dbb10-7bc1-49ae-90ae-430837fbd357,Jennifer Price,jennifer.price283@hotmail.com,+1 272822307,31178.79,active,Gold
8b18a89b-a197-44d3-bbbc-39be05dab5b7,Patricia Reyes,patricia.reyes236@icloud.com,+91 931531855,23596.33,active,Bronze
a48d4d1a-730a-4722-8568-02abf13a8aaf,Carol Peterson,carol.peterson330@icloud.com,+27 330449761,32183.08,active,Gold
060ea907-8df1-4684-8d43-e3beb5c90c81,Virginia Ortiz,virginia.ortiz293@protonmail.com,+91 409537352,21320.66,frozen,Silver
64dc24da-3f2f-4b6e-8ef7-d61e5727aa6e,Patricia Gonzales,patricia.gonzales535@outlook.com,+254 999539108,37790.39,active,Platinum
9e781f19-54a6-4ede-9522-448d7c7aee95,Carol West,carol.west359@yahoo.com,+44 718341522,11272.22,suspended,Gold
0aa9d8d9-2730-451e-9521-bc9cd430359f,Barbara Powell,barbara.powell190@gmail.com,+1 980014330,10025.82,active,Platinum
fee881e5-6e8b-4651-be03-cb6c15270e36,Christian Adams,christian.adams907@icloud.com,+44 125643707,43822.19,active,Gold
82631e0d-cbd2-444d-a156-a43d55bee214,Karen Lopez,karen.lopez729@yahoo.com,+1 266153843,48684.12,active,Platinum
04a87e68-87a9-425a-9699-53e5dd9b7d7f,Jerry Rodriguez,jerry.rodriguez840@protonmail.com,+27 421539402,21414.78,active,Gold
e3fd3a17-a4aa-4db2-ad06-b1f1a18cc33c,Edward Carter,edward.carter75@yahoo.com,+234 450721038,42842.63,active,Silver
408ccc0a-b609-471a-bd8a-6af2056e19af,Brandon Ward,brandon.ward145@outlook.com,+233 169632706,23031,active,Platinum
71fa763b-0f78-4741-81bf-f0c533aee6f0,Linda Clark,linda.clark383@protonmail.com,+233 819082801,35600.17,active,Gold
f631cdeb-aca1-4475-ae36-7e19d18cf8a6,Dorothy Wallace,dorothy.wallace419@hotmail.com,+254 592917547,4948.78,suspended,Gold
a4a40043-1258-4e73-820e-39ada39249a6,Gary Anderson,gary.anderson737@outlook.com,+27 658726597,30780.76,frozen,Silver
c1701e66-8f9b-4ace-bf7d-46cb05ee1b5f,Logan Cooper,logan.cooper522@yahoo.com,+27 814806144,9013.58,active,Gold
9cd75f93-598e-4ee7-85cc-3fab79d0e192,Helen Smith,helen.smith708@yahoo.com,+27 145749673,9981.81,frozen,Silver
cc3c9f6c-d755-4fd3-bb67-06aac84e0f41,Edward Robinson,edward.robinson442@yahoo.com,+91 940583182,39432.16,active,Silver
e5e35e02-f5b5-49d3-9b44-0b91897e82a9,Henry Wilson,henry.wilson939@hotmail.com,+234 877768927,26917.77,active,Bronze
7641a525-09b3-4700-b40b-4638846593ca,Sarah Moore,sarah.moore81@protonmail.com,+91 870863850,39051.26,active,Gold
15ddba4e-5209-45c3-92a0-478857992224,Helen Thomas,helen.thomas662@outlook.com,+254 423774518,14231.73,suspended,Bronze
f8eb1564-7213-4144-bae7-c6866431cbd3,Catherine Perez,catherine.perez517@gmail.com,+971 230313836,17607.63,active,Gold
49113571-1d5f-4d5b-ad71-4d8b9a279fec,Kevin Howard,kevin.howard109@protonmail.com,+27 186638403,49724.39,active,Gold
f984ee5b-1643-4435-9ab5-feac3fd8b779,Nicholas Russell,nicholas.russell914@icloud.com,+61 149517974,3585.75,active,Gold
c88415dc-f036-40af-8249-4780e556d9a2,Nancy Bell,nancy.bell922@example.com,+27 413374502,22924.48,active,Gold
bdb2600c-d5f2-4581-90a1-65ad18994d27,Aaron Moore,aaron.moore964@hotmail.com,+233 613738972,47425.5,frozen,Bronze
9f39379d-0d8d-415d-b4af-ace7e64c80b0,Karen Brown,karen.brown696@example.com,+971 765094035,2126.84,active,Gold
07c9ab15-bc56-4617-af1d-8d3a398743a2,Ethan Perry,ethan.perry912@protonmail.com,+1 746998965,27946.17,active,Bronze
a921597e-02df-47bd-8593-52c3e0602a2a,Jonathan Anderson,jonathan.anderson907@example.com,+27 743751705,4777.57,active,Gold
88d87a05-f085-4641-8bac-b09935ea384c,Nicholas Reyes,nicholas.reyes103@outlook.com,+61 297761208,25498.41,frozen,Bronze
6e079272-2744-441b-b424-21e60dc72102,Jessica Baker,jessica.baker291@hotmail.com,+27 369188502,27875.98,frozen,Silver
ac2f57e2-a9dc-43e5-944f-a3cb67d8c14d,Dylan Peterson,dylan.peterson204@icloud.com,+233 506733328,37729.45,active,Bronze
9490608d-c4a3-4baa-9555-9dbc1a17bfa6,Patrick Price,patrick.price150@example.com,+1 940421184,15427.3,active,Gold
fd93d6eb-d3ca-489a-a920-ca49be6a0b68,Jack Nelson,jack.nelson958@hotmail.com,+27 213318182,8667.61,active,Silver
788797a2-c1bc-4eb0-a680-b9373877640e,Kimberly Jenkins,kimberly.jenkins923@example.com,+234 196504121,14143.24,active,Gold
80a48ff9-572f-4edb-95bb-e72f4973e0b3,Aaron Jones,aaron.jones580@example.com,+234 628636166,206.37,active,Bronze
a3ecf9c3-6402-4d7f-9a8f-3f4d18c04b36,William Chavez,william.chavez353@gmail.com,+254 275305034,6251.72,active,Gold
e5c81ed8-c16c-471a-bc6c-978dd8645aa2,Sharon Baker,sharon.baker635@icloud.com,+44 218810129,30565.66,active,Bronze
9a82d8ea-c1af-4f2e-b741-b81e632f4329,Stephen Jenkins,stephen.jenkins680@protonmail.com,+254 793387767,24254.01,active,Platinum
23a041bb-a6b8-48bc-aca9-f4378d05bb06,Michelle Chavez,michelle.chavez399@icloud.com,+27 629649229,7608.09,active,Gold
5002f58f-92e7-47d0-b649-c2c746c10085,Martha Adams,martha.adams121@yahoo.com,+234 580285125,938.14,active,Silver
a921fe50-6297-4a2b-8f34-6be3ea7b4e53,Deborah Hernandez,deborah.hernandez465@yahoo.com,+1 972280954,45826.21,active,Gold
144c0b5a-c4f5-4153-a24b-78652e37bbde,William Young,william.young377@protonmail.com,+44 218004836,19259.36,active,Platinum
77541c08-9b1d-49da-aa3c-2e44fe716061,Matthew Roberts,matthew.roberts24@gmail.com,+91 683266570,2437.1,frozen,Bronze
d73e0937-ed45-4251-b1be-28014f10b4e2,Kathleen Smith,kathleen.smith977@protonmail.com,+44 112219275,19885.27,frozen,Platinum
33112dd3-801f-4a1a-a35e-377d31ba24df,Deborah Harris,deborah.harris116@icloud.com,+44 751431650,19393.32,active,Bronze
35295e59-45e7-431f-a7d7-d57433e8a08c,Mason Wood,mason.wood930@hotmail.com,+254 980866304,33677.58,active,Platinum
5aaafe56-bbf0-42d7-b2f0-94f0c1d4abea,Noah Wilson,noah.wilson58@outlook.com,+91 867058283,20093.42,active,Platinum
502b16f0-7841-4e08-acac-2773c52db436,Barbara Brown,barbara.brown331@hotmail.com,+234 680908808,563,frozen,Gold
7d1c41ac-be1f-4709-877d-7a08b58c9db0,Dennis Ross,dennis.ross405@gmail.com,+971 949498404,43877.6,suspended,Silver
a197ed3e-6c2e-4e21-92a9-79c15431b81e,Frances Stewart,frances.stewart976@hotmail.com,+234 424988596,40949.49,active,Bronze
1632810f-1523-48f9-9103-89dbb12b292b,Ronald Green,ronald.green863@yahoo.com,+61 887833233,46532.6,active,Bronze
c29d05c9-8b0a-4656-aeae-cdcf0f47b422,Larry Lee,larry.lee270@outlook.com,+44 669275998,27890.2,suspended,Platinum
1d851774-f63e-4ecd-9710-b17caad561b1,Karen Price,karen.price846@gmail.com,+234 883672879,43213.34,suspended,Bronze
a0cb7ec5-0f93-4f0a-8d57-627b8bdd1ff8,Jeffrey Ramos,jeffrey.ramos930@example.com,+27 986066839,11742.99,active,Platinum
68d9a89e-bb53-4270-813b-3c5cb2a4a94b,Martha Peterson,martha.peterson895@yahoo.com,+971 724184203,36402.48,active,Silver
9d92d0c1-6fef-4614-bff3-20dadfb9ae9a,Scott Cox,scott.cox877@protonmail.com,+61 805411345,2594.85,active,Silver
501e1a19-1568-4516-b8fb-127d780a48c8,Kathleen Edwards,kathleen.edwards908@hotmail.com,+234 275334697,410.27,active,Gold
7ab3cf9a-81dd-469a-b7ed-da6fbd7f25e5,Raymond Kim,raymond.kim556@example.com,+91 154594865,15886.53,suspended,Bronze
d07b09f1-073e-487a-a9ee-a839bedf9437,Sandra Myers,sandra.myers747@example.com,+971 551612392,33896.45,frozen,Silver
ec8346dc-d512-4da6-8b90-22fcb14dc63d,Dylan Adams,dylan.adams815@hotmail.com,+91 951676173,41107.33,active,Silver
11280041-f18f-4b31-856a-87c32f487153,Jonathan Turner,jonathan.turner3@yahoo.com,+1 258033837,4094.6,active,Platinum
69ca22a7-a958-49b8-8101-55adcb43cdc5,Sharon Wood,sharon.wood786@icloud.com,+254 688651904,19334.44,active,Bronze
4b151c49-63ff-41d7-9899-647412ac98e6,Michael Cook,michael.cook440@yahoo.com,+91 928208253,46574.19,active,Silver
3c5aa752-0c92-45e7-965a-c4e0753ea260,Cynthia Myers,cynthia.myers370@protonmail.com,+971 899443314,20453.26,frozen,Platinum
c4ccaad4-cd56-4624-88be-c964f42fd1d8,Elizabeth Coleman,elizabeth.coleman137@protonmail.com,+254 762375811,28147.73,active,Platinum
88ef2595-7d10-4cfa-b039-9669804d8d2b,Zachary Cole,zachary.cole616@gmail.com,+61 904306801,23328.74,active,Bronze
e75e9ee1-517e-4e73-862b-912997be67c3,Linda Butler,linda.butler565@hotmail.com,+254 396262392,1806.17,active,Silver
e96a4f48-c4d7-4e7d-8860-00a840059739,Timothy Thompson,timothy.thompson9@icloud.com,+91 178014979,11441.63,active,Bronze
f97d11b3-6ab5-4fd6-b5ec-f5f7c49c69d7,Gregory Sullivan,gregory.sullivan434@hotmail.com,+27 532600359,17582.6,active,Bronze
d56dad91-421c-42cb-a629-786183897176,Kenneth Ward,kenneth.ward46@protonmail.com,+234 778154427,38650.69,suspended,Platinum
0f4392f2-0ae2-4659-b291-ea5c153ecf31,Sarah Ramos,sarah.ramos475@hotmail.com,+233 625614010,446.77,active,Gold
7fc049af-b455-40d3-a8a7-a680e27714fc,Michelle Martinez,michelle.martinez82@gmail.com,+233 188021800,31446.79,active,Silver
21e67dd6-22a6-478e-a3d3-7de2c88e6530,Sarah Campbell,sarah.campbell632@outlook.com,+61 169985527,1586.81,active,Silver
d0a4d0c8-63c4-407d-8220-dcc07c31815b,Karen Scott,karen.scott469@hotmail.com,+61 455748713,13303.1,suspended,Platinum
65dd8564-7157-45ed-b305-0746ef9e8a8e,Charles Jenkins,charles.jenkins640@yahoo.com,+27 530608148,10737.36,active,Silver
ff8748ac-b5fa-4a72-8cbc-b6a53d056d7a,Scott Watson,scott.watson212@protonmail.com,+44 606585537,12058.72,frozen,Bronze
01c57d03-fe7a-4fe6-b140-6fdf0fa0b0c6,Betty Jenkins,betty.jenkins225@outlook.com,+254 490688818,12461.82,active,Gold
632795dc-e8b1-444f-8a3d-85fff408503f,Tyler Cole,tyler.cole683@icloud.com,+61 102633813,13931.87,active,Silver
11804384-a144-423f-b699-163e30e4ddaa,Deborah Graham,deborah.graham200@protonmail.com,+27 928187583,6150.39,active,Bronze
94bcad5d-e8ca-4225-a746-2e335b798f06,Mason Hernandez,mason.hernandez326@outlook.com,+91 501787822,43838.24,active,Silver
a472de01-7c43-4973-b83c-7d8e54e0c4cf,Marie Jenkins,marie.jenkins739@outlook.com,+254 412631031,25568.13,active,Bronze
86cf2ee4-9d31-45c7-a3a2-90b24f2de211,George West,george.west556@hotmail.com,+27 302886466,44566.19,active,Platinum
6fe2281a-062f-4b40-8113-8ba54973ec98,Michael James,michael.james345@yahoo.com,+44 426851878,41027.96,active,Bronze
95883b98-4150-48b1-9af8-6ff353fc8972,Linda Hayes,linda.hayes20@protonmail.com,+61 826740255,21518.91,active,Gold
3c6162a0-1e14-4d1c-ab69-404cbe3a9f0a,Karen Ramirez,karen.ramirez417@protonmail.com,+1 116429047,5222.68,active,Platinum
6d89bb42-ab2d-435b-9a4c-9c57b67da34f,Raymond Miller,raymond.miller406@gmail.com,+971 888234826,26193.28,active,Platinum
517ee2f5-abd4-4df1-b304-05e3042caa8e,Patricia Perry,patricia.perry784@icloud.com,+234 501396711,21632.31,active,Gold
e3b76d97-3352-420a-8806-0d10f93f3946,Patricia Miller,patricia.miller57@yahoo.com,+254 799635068,5641.27,active,Bronze
818d17d7-cd3a-4769-a206-6d091075e819,David Phillips,david.phillips20@hotmail.com,+27 347143638,31551.27,active,Gold
9e175206-cd09-4d5d-a223-73f4e67c3e2f,Christopher Ward,christopher.ward361@icloud.com,+44 214883484,4096.97,suspended,Bronze
c6e44ce7-9c73-4193-afb5-9585a06a19f5,Amy Brooks,amy.brooks70@outlook.com,+971 735756510,14161.34,active,Gold
19998028-ddef-4ec1-8cdb-c0a69d7c8847,Gary Johnson,gary.johnson165@yahoo.com,+91 870995099,34202.45,suspended,Platinum
82a1702d-e934-461f-a400-c19dd87cfef1,Raymond Chavez,raymond.chavez298@hotmail.com,+44 356761860,44741.75,active,Bronze
1424dd33-8b87-4805-b534-d6ab4e464e31,Henry Wilson,henry.wilson461@outlook.com,+1 965031154,3253.06,active,Bronze
9119d057-263f-4801-8af7-553188c80e0f,Ryan Miller,ryan.miller167@gmail.com,+91 164584137,25821.47,active,Gold
e79254c2-3115-4c79-b906-7d5711c95091,John Morgan,john.morgan724@example.com,+1 376028876,5394.27,active,Bronze
6eb989ae-ea73-4f0b-beea-65dfa98c3154,Jeffrey Hughes,jeffrey.hughes705@icloud.com,+61 511440528,10041.46,active,Bronze
cb46a705-ba81-423e-bdc9-2960830ef797,Linda Hayes,linda.hayes129@example.com,+27 243461322,16864.3,frozen,Bronze
83074194-3fd9-42ba-85f6-bb1970986e0e,Scott James,scott.james348@hotmail.com,+1 559065105,9517.79,active,Bronze
504ae2da-f82f-4cfe-b87e-48b9bfd338c5,Samuel Johnson,samuel.johnson124@example.com,+971 400097385,9673.1,active,Platinum
97f026a7-a92a-4bb3-869b-c8b567b46f51,Sandra Stewart,sandra.stewart853@yahoo.com,+971 155805581,17927.53,active,Platinum
1755ad05-25a8-4def-bba3-6e85b435d187,Martha Clark,martha.clark156@icloud.com,+1 474018037,6349.91,active,Platinum
dae820a8-85ba-42f4-8881-013c1969e40b,Susan Watson,susan.watson152@yahoo.com,+971 214922994,13195.49,active,Silver
4b775403-d103-43a0-9ea2-c5cccea7a0d0,Lisa Graham,lisa.graham571@icloud.com,+254 212795045,25247,active,Platinum
8cb78078-c320-417c-97a3-db593b2ba015,Kenneth Harris,kenneth.harris871@icloud.com,+234 680120221,10162.55,active,Gold
6e78c50c-ffb1-4989-b031-c56855f45864,Nancy Stewart,nancy.stewart672@hotmail.com,+27 523649003,12303.16,suspended,Gold
49dc4152-fd5d-4179-b221-41a1613bff11,Raymond Fisher,raymond.fisher779@example.com,+234 676297734,46851,frozen,Platinum
c414aa75-69f1-409e-a5a7-1be656e213a0,Raymond Allen,raymond.allen202@yahoo.com,+27 625023773,39527.01,active,Bronze
9b1b3773-3a4b-4722-a976-d56da55791d7,Catherine Bennett,catherine.bennett507@protonmail.com,+254 373415647,28383.73,suspended,Platinum
89dad80d-57f4-4936-874a-fd1742672898,Melissa Cox,melissa.cox731@icloud.com,+233 610657463,8682.08,suspended,Platinum
166bb7a8-ad2f-437e-8085-c0f13a1b258a,Frank Brooks,frank.brooks204@protonmail.com,+27 181366023,201.03,active,Bronze
1f6a04d9-efca-4a0f-9799-8c7a3d87256a,Lisa Patterson,lisa.patterson674@protonmail.com,+254 181441021,22772.88,frozen,Bronze
4e452806-e379-49b7-8cf9-acbed4a7b199,David Price,david.price129@example.com,+971 621246284,11193.02,active,Platinum
07e2982d-fcb5-4b62-9c8d-39a1e7d7f6c0,Ethan Long,ethan.long464@protonmail.com,+233 682031293,41143.38,active,Gold
610607b5-b456-4a2c-a1a5-220be1859240,Christopher Garcia,christopher.garcia301@icloud.com,+233 587293936,41133.84,suspended,Gold
67902ea8-21fa-445f-9e17-21aa487fe3d1,Nathan Morgan,nathan.morgan582@outlook.com,+61 720655530,580.51,active,Gold
001ed41d-7580-4c77-86e7-bd55bff9c8e0,Robert Kim,robert.kim692@example.com,+234 457483946,32679.43,active,Silver
3e62d266-4cfe-460d-b879-a933c20e1e12,Larry Turner,larry.turner235@example.com,+1 419009833,38901.28,active,Gold
7dfc13f9-4064-4755-83ca-43e45345dcff,Mark Hughes,mark.hughes266@protonmail.com,+233 533259909,48515.49,active,Platinum
453e2263-75f0-4a38-b144-70c62176b508,John Scott,john.scott922@hotmail.com,+44 705140034,5787.41,active,Bronze
697cf0ac-8f80-4659-abdb-caddf28f49c1,Cynthia Williams,cynthia.williams769@hotmail.com,+1 714939669,34159.93,active,Silver
fe882329-5649-4986-8241-3933b1b762b4,Raymond Wright,raymond.wright627@icloud.com,+233 583318458,37539.05,active,Bronze
b01921e3-be44-4edc-a6b7-56802a8841ad,Sarah Richardson,sarah.richardson30@yahoo.com,+234 344525341,48389.26,suspended,Bronze
fdd5fd71-9634-4e4e-a010-46283a776270,Janet Nguyen,janet.nguyen111@gmail.com,+44 974415778,34897.71,suspended,Bronze
10684233-5449-41ba-940d-62a673c80af0,Jeffrey Diaz,jeffrey.diaz817@protonmail.com,+234 417801736,9608.59,active,Silver
afacf00f-d9ac-45f6-a76c-241f6be1f976,Eric Collins,eric.collins240@icloud.com,+61 436416473,17843.38,active,Bronze
07009736-cdf2-424b-81e6-25fe4137baee,Donald Hall,donald.hall687@icloud.com,+254 796891133,19225.52,active,Silver
402e4b58-a47f-4253-a136-aff4c24a9c9c,Ethan Brown,ethan.brown237@hotmail.com,+44 518103514,36154.95,active,Silver
24155c9a-b37d-4d45-a4ac-81ee1ed31c70,Christian Taylor,christian.taylor442@gmail.com,+44 604543432,44984.52,frozen,Bronze
eacfe017-3b82-43bb-a5f3-22a2929d24ef,Barbara Robinson,barbara.robinson659@yahoo.com,+254 765076032,28467.05,active,Silver
0eadcd33-8e92-486a-ae9e-913789131466,Linda Bell,linda.bell51@protonmail.com,+971 627468815,14507,active,Silver
480f8b3a-acdf-4ea4-a7f8-5fa3a87edb84,Jason Turner,jason.turner405@protonmail.com,+44 433284946,10195.98,suspended,Gold
129c885a-ac78-4c5a-aacd-bab424610152,Michael Allen,michael.allen802@protonmail.com,+91 688566742,7484.23,active,Bronze
7db19c84-e876-445f-912c-fabe556f3c43,Stephanie Baker,stephanie.baker799@yahoo.com,+91 445374502,17077.53,active,Platinum
edfaa104-1856-4857-96d3-c46d9995d7c9,Joseph Turner,joseph.turner399@icloud.com,+44 320789223,6173.68,active,Bronze
927f3630-9736-46f9-841b-fc9795e99299,George Rivera,george.rivera158@gmail.com,+971 306466233,3753.19,active,Bronze
a20a6928-7223-46e3-bac6-9109a72a4a07,Catherine Lee,catherine.lee716@protonmail.com,+91 188023564,14758.51,active,Platinum
c50ff82f-519e-472c-b287-ff5b6f5321a3,Brenda Powell,brenda.powell271@protonmail.com,+27 603382780,26988.3,active,Gold
f6f052b3-d1c0-494b-a805-d62eece53cb2,Helen Myers,helen.myers111@hotmail.com,+91 256132837,48334.04,active,Gold
e34ebb59-1b0b-4220-8ef3-47043e2954dd,Christian Henderson,christian.henderson427@hotmail.com,+254 847389408,33999.44,suspended,Gold
8a58c03b-72cf-4ed8-b075-a4ce472ca8fb,Benjamin Clark,benjamin.clark347@protonmail.com,+233 532643467,43454.69,active,Platinum
9ed582e3-f943-48df-881a-bfbcf5efcfd7,Timothy Hughes,timothy.hughes381@hotmail.com,+44 876700645,16850.72,active,Bronze
7ee9c7cf-dc9e-4ef8-9f31-2080ded8dbb2,Michelle Sanders,michelle.sanders126@icloud.com,+61 445617921,39557.93,active,Bronze
d349342b-c492-479f-91f6-e7c6f8f16821,Sarah Howard,sarah.howard392@gmail.com,+44 880589657,22099.56,active,Platinum
8b98e860-ad6e-41fa-b50d-d33ecdbb1b09,Logan James,logan.james789@outlook.com,+233 538929206,49904.35,active,Silver
3447bedc-8d85-4aac-8f2a-1624138cc161,Donald Graham,donald.graham695@yahoo.com,+234 831094276,21347.94,active,Platinum
3eab7e7b-a2b6-4e8d-90e7-27c6c4d10fe8,Martha Ross,martha.ross372@yahoo.com,+233 492083911,23105.08,active,Gold
9a046d66-cace-4b33-a826-f5089268d3fb,Jacob Taylor,jacob.taylor382@example.com,+234 601476852,31423.44,active,Silver
583d51ad-3509-4f7c-ac7e-f9ceb5922de2,Carolyn Ross,carolyn.ross650@protonmail.com,+254 617858683,16249.95,active,Platinum
131ad94f-608c-4c4e-b083-ae2d14bebfb9,John Phillips,john.phillips198@example.com,+1 257445321,35994.29,active,Gold
f9d29f7a-19da-44bf-9d93-583c16f15b21,Edward Sanchez,edward.sanchez178@icloud.com,+971 426387096,23448.94,active,Platinum
70a02eec-a0f7-48d9-bf30-d65d906cdcb6,Sharon Lee,sharon.lee21@icloud.com,+61 477862374,41399.99,active,Platinum
a78972fc-11b6-4a3e-a7af-98a38dd2d774,Joshua Sullivan,joshua.sullivan695@icloud.com,+233 990914342,28248.99,active,Gold
c35f0276-28a3-4b1d-9947-8d156c481256,Patricia Wallace,patricia.wallace446@protonmail.com,+61 161510411,14460.74,active,Gold
37ab6758-ac4d-41f1-8966-5e220710d122,Henry Sanchez,henry.sanchez384@protonmail.com,+61 352263990,16868.46,active,Silver
e22c0893-a5fb-4371-9b85-b8e5de842f47,Amy Brown,amy.brown740@outlook.com,+61 597018800,38533.48,active,Gold
69e8bd88-d5ec-4469-af2c-482b6df964cd,Kimberly Simmons,kimberly.simmons325@protonmail.com,+44 863829631,15229.01,suspended,Bronze
57e70789-689d-4ffd-9416-ecbbe4e40c2c,Carol James,carol.james961@example.com,+233 589330497,28293.41,active,Silver
346e8ddf-c685-49b6-8e58-22b97ec11a72,Pamela Taylor,pamela.taylor808@gmail.com,+61 202269122,4463.48,active,Silver
ec4c15d8-3f6c-4116-b442-bd8eddbba8de,Kenneth Hayes,kenneth.hayes421@example.com,+971 521089254,12249.41,suspended,Gold
65e10190-352e-451c-a5ea-9a713443c63e,Karen Rodriguez,karen.rodriguez121@icloud.com,+27 462931027,15809.44,frozen,Gold
71a6f4b5-9811-4970-ac71-c54ce370fc2f,Anna Young,anna.young970@outlook.com,+254 810364156,24983.87,active,Silver
35abd010-c997-42e5-af8b-0db4fcda9343,Ronald Sullivan,ronald.sullivan929@hotmail.com,+61 261840884,28001.87,active,Bronze
a9ade819-e10d-476d-bb6c-cf5deb7a4fb1,Cynthia Baker,cynthia.baker827@protonmail.com,+44 297903433,42871.73,active,Silver
01f138dc-79a6-46f5-9d86-f5ed6411608b,Frank Robinson,frank.robinson207@outlook.com,+971 346726098,42516.26,suspended,Platinum
457a8089-6f50-449d-89e5-0ec73b83cdb6,Charles Cooper,charles.cooper790@gmail.com,+27 440928378,14960.93,active,Silver
8116d9e9-e169-47ef-b46f-f8309a726460,Nancy Ross,nancy.ross272@yahoo.com,+1 395552656,36737.47,active,Gold
de51dffe-a852-4830-a410-b67fb28f65ac,Deborah Cook,deborah.cook201@yahoo.com,+233 114383563,40877.52,active,Silver
7c45b2e9-54a9-4500-92ae-ecb641d6a658,Eric Thompson,eric.thompson448@icloud.com,+91 841667028,47972.6,active,Bronze
d8f36931-625e-449d-b4cb-7f5df0be3569,Susan Garcia,susan.garcia938@outlook.com,+234 620012053,16977.19,active,Bronze
3ebfcddd-1785-4bda-b0d1-890322652bc6,Angela Jenkins,angela.jenkins958@outlook.com,+234 341399916,40752.39,active,Gold
2f73d5e0-0ee1-429b-9ec2-69236c686e36,Mark Hughes,mark.hughes945@outlook.com,+91 136110859,10753.67,frozen,Silver
644a061f-787a-4aec-aa50-ff2e00f1523a,Amy Carter,amy.carter97@outlook.com,+91 489977842,28294.68,active,Silver
84d95058-b0ec-40f3-8be2-b366052170bb,Catherine Cook,catherine.cook522@example.com,+234 562069534,49773.9,active,Bronze
2662b976-5eae-44cd-9b3a-28045c44da30,Larry Anderson,larry.anderson779@yahoo.com,+91 817337502,9492.14,active,Gold
78480be2-a49c-4a42-a8c4-5a723e01770f,Mary Jackson,mary.jackson14@icloud.com,+971 305611320,5380.87,active,Silver
0ddb03a3-1722-4fed-beab-f75b5a3d7e25,Kenneth Wright,kenneth.wright866@protonmail.com,+44 954096040,36007,active,Platinum
b8e5adde-1129-4b59-9812-db1cb3aa5b79,Jose Thompson,jose.thompson628@example.com,+234 208531356,14943.63,active,Bronze
4bfd406f-4b50-44d4-b4b7-535e6b7e0050,Benjamin Cruz,benjamin.cruz266@yahoo.com,+27 914698272,35598.6,suspended,Bronze
8a2969ee-2a6d-4a5f-9596-54da4961174d,Brenda Myers,brenda.myers737@example.com,+233 636541990,42108.7,active,Platinum
3af48af6-347c-4d9a-9539-6e5e484113ae,Kathleen Sanchez,kathleen.sanchez93@icloud.com,+234 976370932,9565.59,frozen,Platinum
5f5263a3-5b33-43c3-8f82-11d43ae043c0,Henry Cook,henry.cook33@yahoo.com,+61 169178469,11641.62,active,Platinum
e8e1755d-fada-4bfc-b5da-0d3153e5d0e5,Matthew Lopez,matthew.lopez610@example.com,+91 504751385,42681.57,active,Platinum
34cf786b-8bce-4522-8516-8686cfe734a7,Angela White,angela.white801@icloud.com,+91 183099594,36250.81,active,Platinum
e4ddd8ee-3983-4c01-b4fb-51124f161d2a,Kathleen Henderson,kathleen.henderson225@yahoo.com,+44 915270492,44922.2,active,Bronze
